0.8677359,0.7105198,0.31065738
0.88933784,0.78736365,0.22250961
0.931694,0.72418904,0.2275954
0.9087129,0.80450255,0.27838483
0.8565647,0.68952376,0.17585008
0.83964837,0.6935839,0.21593094
0.90034133,0.86630726,0.28959554
0.7060247,0.49267218,0.13679482
0.85875255,0.714282,0.38123456
0.6656866,0.4870682,0.23025295
0.91692555,0.8308863,0.2840864
0.8536429,0.7027441,0.36180738
0.7903898,0.7054904,0.34480417
0.8330984,0.7450852,0.38949525
0.8179812,0.69694203,0.21726649
0.94088066,0.80902624,0.39626312
0.5596317,0.42467147,0.24576582
0.79000115,0.7208062,0.3695245
0.67265886,0.7756828,0.17238794
0.847542,0.6759881,0.37345147
