15931,10689.542085608718,25857.43221500721,22033,10303.782946083444,24783.652705627705,12082,10652.302474113285,25664.755158730157,0.34922772988505746,0.4767313968829747,0.8948143610735441,0.5445061560085314,0.1340432445757417,0.09608994,0.15231009,0.16894056,-2.8047443079109673,0.4139798926500925,1.562780164726579,0.448194071244348,0.4275069107754532,0.4605796382027403,0.3993416633602766,naranjas
1953,3813.0250458133632,9553.666666666668,3699,3625.4663148345485,9112.70119047619,2778,3777.321537809563,9415.65119047619,0.45553835569315443,0.4980406548077658,0.969557821775372,0.6106485793667545,0.17554287109348943,0.049803216,0.11235261,0.15491055,-5.130484971518972,-0.41264976835077277,1.5952466659632263,0.4415838434139088,0.4664384685876313,0.4739372561594783,0.416707405565156,naranjas
9030,15749.99526984056,29650.207142857143,15602,15242.412473096245,28800.68690476191,10292,15868.690746246208,29791.458333333325,0.32861328125,0.4697134616890807,0.9738641360249312,0.5371200386874174,0.04660842807677162,0.03560188,0.07559569,0.09859874,-4.511424893669548,1.2475172069802292,3.904961829942551,0.4163792037735425,0.4705636245031386,0.4228422622631301,0.4622785790885688,naranjas
865,1266.034754657233,3086.0833333333335,1424,1184.7898547843834,2916.916666666666,955,1267.6442718680978,3071.4166666666674,0.3354304387019231,0.4721451534879065,0.9820120403278578,0.62864856587928,0.3431864155444337,0.029149223,0.077373974,0.13600114,-3.4486572968590963,0.20840293483927994,0.26392876044975394,0.4341672301104349,0.47596867667084336,0.466381188490722,0.4453687914643748,naranjas
17227,17930.969326837854,36803.847655122656,42575,17387.307037031354,35440.3479048729,27240,17892.808108287532,36611.39585137085,0.34281099759615385,0.47465339837627885,0.9178000242747462,0.5284277978129955,0.10526068139456168,0.16470723,0.123963036,0.12850063,-3.1371963653186117,0.13578192604983008,2.1892736605817444,0.4517900116739545,0.41356506854565217,0.43226373634783466,0.40452933197863933,naranjas
5843,851.9935445764833,2674.976984126984,9509,799.6811864737097,2507.612370962371,7106,856.4204574856908,2635.9281746031743,0.5180893159977389,0.4997432996056555,0.9123512855081821,0.5145769767496884,0.1393150263724317,0.09236994,0.09508235,0.18789956,-2.20502941974721,0.6917410461084381,1.6162539958941893,0.48621644644610224,0.41242017256965463,0.4859230736908051,0.3529912267843832,naranjas
3162,3379.4521745395364,8012.283333333333,4848,3168.8221786651266,7645.70357142857,2623,3418.2097653596393,8072.0166666666655,0.4701834862385321,0.4991340343629456,0.9000215790533225,0.6158511481753799,0.17516857119996262,0.13399144,0.08502449,0.13244164,-1.883187071255092,-0.22247566547887618,0.8277746865470363,0.4853755303290907,0.42772064532494247,0.48515537209035653,0.4078411220856279,naranjas
666,370.4429780681502,799.0000000000001,1196,325.9447805994138,718.3166666666667,794,364.82324487345926,793.0761904761906,0.536036036036036,0.4988602476367857,0.9492859571574304,0.6250085005100301,0.16411084665079984,0.04813099,0.086335905,0.18725993,-1.5047694695243783,1.3918853195676972,1.308614542118596,0.43441115775081623,0.4720141700083743,0.4386636766143407,0.45632678768536095,naranjas
1929,600.271605192183,1188.218253968254,4445,541.4997691596923,1076.1651515151516,2554,595.6265608583956,1176.3920634920632,0.45433255269320844,0.49800731725338965,0.8920486633415156,0.5864407674240621,0.2225793682210445,0.12522762,0.12461214,0.17726925,-1.5626014568002702,0.2652750487303024,0.9381255912022092,0.4574174174174174,0.40611617579188874,0.47505387740681865,0.3791736583185535,naranjas
19349,17161.827408525,41047.869841269836,39949,16579.43955626969,39503.4845959596,21676,17060.506528236492,40676.93888888889,0.4654071514423077,0.4988065832113751,0.9142556281769574,0.5841117187616048,0.08115349843640188,0.10079709,0.13639437,0.14576747,-2.3557630322440377,-0.12791914851004457,2.424619325324041,0.47783504897932755,0.3999044926026691,0.47096555144550456,0.40592647135686727,naranjas
9512,17693.37652908568,38008.36666666667,16041,17098.57760166032,37043.64246031747,10699,18001.82113009681,38380.28452380952,0.409912109375,0.49182183221612713,0.9287630334772607,0.5322977665303351,0.055852436021923815,0.043030668,0.07508337,0.10544472,-2.207868110442873,1.1830993030768515,3.2871574668327352,0.4357578622723487,0.46910820884243387,0.4545517760618725,0.4596525624812426,naranjas
10652,19427.243602734794,39636.076190476204,20516,18747.282389722517,38598.21125541124,13986,19491.89605964489,39735.12463924964,0.4536320612980769,0.4978500466838722,0.8795700697516927,0.4928100504317013,0.12807351460400834,0.030575098,0.08088136,0.074076444,-3.2712795498323586,1.008360804164807,4.43045911088028,0.42815075962559146,0.46793749295450343,0.45996822702443896,0.4679103898711578,naranjas
664,367.67512834022375,990.1666666666666,1072,341.1216791703512,906.1833333333333,773,378.4388986349051,999.95,0.53003003003003,0.499284837000787,0.9586418187964877,0.6000338066260993,0.24042849898580176,0.03860987,0.098722585,0.20439368,-1.1428147191128537,0.5672763505124592,0.7890575840910594,0.4679655565930076,0.41651886882257483,0.4613258636788049,0.41157631993765476,naranjas
554,460.92949569321337,1020.6666666666666,947,432.09489698444713,931.5833333333333,742,461.6871234938224,1003.5,0.5405405405405406,0.4985409295739034,0.9614921937767388,0.5803617571059418,0.209562894925413,0.036283016,0.10350732,0.20396659,-1.001311264785499,0.8792636995948167,0.9448205522220402,0.4661064425770307,0.39278603419040165,0.47380848635750594,0.4288371448103019,naranjas
652,399.23927662493327,1028.75,1032,350.5823726315971,921.3333333333334,708,381.8376618407357,1011.7499999999999,0.5222790357925493,0.4996859316303059,0.9550762527233149,0.6149542483660125,0.26698474945533823,0.035876784,0.08332162,0.18878466,-0.8857799373249862,0.7659819156347337,0.5308021485679865,0.44937441643323994,0.44287617067109314,0.4462735003911474,0.4456756473217538,naranjas
3836,7385.393828361491,14669.300000000003,6191,6992.4266174197355,14074.001190476189,3875,7266.550350751036,14531.15,0.16614708533653846,0.37221611094811724,0.9526194413507362,0.5436182505130884,0.15263776193207793,0.036663674,0.0596546,0.14399269,-2.2359972939660118,1.5348089187075964,1.568473476128442,0.40582606655409387,0.4629864637636656,0.4218640803294678,0.44806511397717075,naranjas
7436,9185.680105468511,22519.233333333334,10796,8752.080095611556,21687.785714285714,7810,9146.835518363714,22422.2,0.24226262019230768,0.42845640454442196,0.9493806935553072,0.5098043448812555,0.10159102069151359,0.05192706,0.11418287,0.15585604,-1.5047235332389837,0.5745039726001152,1.9748599078437081,0.4305678242678469,0.43399184280877395,0.42673967770927856,0.4419865804799995,naranjas
6372,2664.5329797170834,8603.134523809524,9294,2511.3062338153823,8197.53611111111,5125,2687.966517648611,8695.95119047619,0.49916759156492785,0.5000224311242714,0.788041556921324,0.4209095697980645,0.12472753877670245,0.15352377,0.21537238,0.17148532,-0.1829454012267543,0.3884089440010685,1.750875851117495,0.49178111496170795,0.33013975144909125,0.4872389207255229,0.41298100287803174,naranjas
10217,9457.915573740336,26029.84404761905,17620,8816.512916113717,24519.74563492063,13465,9124.399815878303,25292.469047619044,0.2893629807692308,0.4534709560510082,0.8251845352396504,0.5245957485574344,0.20321435335349394,0.13563436,0.11338409,0.24155413,-0.43601128821594143,-0.05967360008812105,1.0728897084424591,0.48560986132951084,0.39348232502309616,0.487401274385004,0.4170257627235155,naranjas
5032,1871.3123737099586,6239.7075396825385,9174,1658.1001176044829,5677.08502886003,5995,1806.6408054729638,6039.420634920636,0.49973247726056713,0.5000333721243605,0.798448901390113,0.5026789232671617,0.18540078540078342,0.12882505,0.14409828,0.15924142,-0.3628292002467509,0.45970689166079926,1.216225546265786,0.49269505555031007,0.3203953699634969,0.49229219777798755,0.3780396894465776,naranjas
12373,10510.197952465025,24260.143650793652,22056,10205.234735173904,23413.946536796546,17061,10539.533670898347,24140.325468975476,0.2587702824519231,0.43796326970076405,0.9311777188717165,0.6453276254953753,0.1390930607669267,0.12479452,0.119920574,0.18018281,-2.9186011828797866,-0.23271513357184345,1.3728719116644659,0.4310596429991627,0.3898629630690035,0.4217578882419137,0.40370231309825555,naranjas
1194,534.6251022913159,1580.6833333333336,2137,475.44926122563277,1447.5964285714283,1275,523.5608847116064,1563.1000000000001,0.524547803617571,0.4995261349804636,0.9266404515421517,0.6180483107294742,0.20591712810635976,0.069595605,0.12685026,0.18716563,-1.2844917737400394,0.14578155088946756,0.8116291684199534,0.46123321680093227,0.4185013638005416,0.4714367262839675,0.4180426954346971,naranjas
4863,3180.7595004966975,7660.433333333333,10141,2939.9653059177417,7205.7333333333345,6924,3121.0507845916254,7560.611111111111,0.12201397235576923,0.3273050179656897,0.9345298225516718,0.493315166137301,0.20081752382275822,0.055068087,0.0970021,0.09888971,-2.3159739301164506,0.6658783314078954,2.466420141401405,0.46437807943690296,0.4498284002707839,0.45404467427996836,0.43924597239461466,naranjas
24414,6589.935811523508,12478.633524808523,29996,6449.373768049112,12171.185059385061,16994,6684.988032898787,12567.99621212121,0.15335787259615385,0.3603355019170546,0.8950713140349761,0.5433862210594318,0.29220539004698953,0.14373861,0.07262649,0.1469621,-1.9660186125196184,0.8206299916246551,1.228849222142026,0.4234603594103854,0.4054200360117424,0.4878598664335259,0.36630019602273406,naranjas
17625,15266.913637012558,41017.09285714285,37703,14210.372092243046,38626.37817460318,27574,14960.240038181206,39862.56428571428,0.4330491286057692,0.4955019593685971,0.8192295740442649,0.26551870601494026,0.07287385312174612,0.10381435,0.09951852,0.113028094,-0.36485917673396134,1.6504313728663418,2.6544858623915006,0.4725743803307571,0.4595446972760941,0.4864062075930894,0.417000651322341,naranjas
